200304010000403;01/04/2003;TLR;10:35:49;200304010001740;null;TRB020703T16;KES;89742;;100000;89742000000;0;0;01/04/2003;;45.350000000000001;;0;0;0;0;0;0;0;Y;
200304010000403;01/04/2003;TLR;10:35:49;null;200304010001588;TRB020703T16;KES;89742;;100000;89742000000;0;0;01/04/2003;;45.350000000000001;;0;0;0;0;0;0;0;Y;
200304010000411;01/04/2003;TLR;10:36:36;200304010001782;null;TRB020703T16;KESS;89772;;1000;897720000;0;0;01/04/2003;;45.200000000000003;;0;0;0;0;0;0;0;Y;
200304010000411;01/04/2003;TLR;10:36:36;null;200304010001325;TRB020703T16;KESS;89772;;1000;897720000;0;0;01/04/2003;;45.200000000000003;;0;0;0;0;0;0;0;Y;
200304010000413;01/04/2003;TLR;10:36:52;200304010001798;null;TRB020703T16;KES;89742;;400000;358968000000;0;0;01/04/2003;;45.350000000000001;;0;0;0;0;0;0;0;Y;
200304010000413;01/04/2003;TLR;10:36:52;null;200304010001588;TRB020703T16;KES;89742;;400000;358968000000;0;0;01/04/2003;;45.350000000000001;;0;0;0;0;0;0;0;Y;
200304010000415;01/04/2003;TLR;10:37:00;200304010001807;null;TRB020703T16;KES;89862;;100000;89862000000;0;0;02/04/2003;;45.25;;0;0;0;0;0;0;0;Y;
200304010000415;01/04/2003;TLR;10:37:00;null;200304010000959;TRB020703T16;KES;89862;;100000;89862000000;0;0;02/04/2003;;45.25;;0;0;0;0;0;0;0;Y;
200304010000416;01/04/2003;TLR;10:37:00;200304010001807;null;TRB020703T16;KES;89862;;300000;269586000000;0;0;02/04/2003;;45.25;;0;0;0;0;0;0;0;Y;
200304010000416;01/04/2003;TLR;10:37:00;null;200304010001262;TRB020703T16;KES;89862;;300000;269586000000;0;0;02/04/2003;;45.25;;0;0;0;0;0;0;0;Y;
200304010000425;01/04/2003;TLR;10:38:15;200304010001846;null;TRB020703T16;KESS;89772;;6000;5386320000;0;0;01/04/2003;;45.200000000000003;;0;0;0;0;0;0;0;Y;
200304010000425;01/04/2003;TLR;10:38:15;null;200304010001325;TRB020703T16;KESS;89772;;6000;5386320000;0;0;01/04/2003;;45.200000000000003;;0;0;0;0;0;0;0;Y;
200304010000428;01/04/2003;TLR;10:38:24;200304010001853;null;TRB020703T16;KESS;89793;;23000;20652390000;0;0;01/04/2003;;45.100000000000001;;0;0;0;0;0;0;0;Y;
200304010000428;01/04/2003;TLR;10:38:24;null;200304010001275;TRB020703T16;KESS;89793;;23000;20652390000;0;0;01/04/2003;;45.100000000000001;;0;0;0;0;0;0;0;Y;
200304010000446;01/04/2003;TLR;10:39:17;200304010001883;null;TRB020703T16;KES;89803;;100000;89803000000;0;0;01/04/2003;;4549999999999997;;0;0;0;0;0;0;0;Y;
200304010000446;01/04/2003;TLR;10:39:17;null;200304010001860;TRB020703T16;KES;89803;;100000;89803000000;0;0;01/04/2003;;4549999999999997;;0;0;0;0;0;0;0;Y;
200304010000447;01/04/2003;TLR;10:39:17;200304010001883;null;TRB020703T16;KES;89813;;100000;89813000000;0;0;01/04/2003;;45;;0;0;0;0;0;0;0;Y;
200304010000447;01/04/2003;TLR;10:39:17;null;200304010001576;TRB020703T16;KES;89813;;100000;89813000000;0;0;01/04/2003;;45;;0;0;0;0;0;0;0;Y;
200304010000448;01/04/2003;TLR;10:39:31;200304010001888;null;TRB020703T16;KES;89872;;400000;359488000000;0;0;02/04/2003;;45.200000000000003;;0;0;0;0;0;0;0;Y;
200304010000448;01/04/2003;TLR;10:39:31;null;200304010001826;TRB020703T16;KES;89872;;400000;359488000000;0;0;02/04/2003;;45.200000000000003;;0;0;0;0;0;0;0;Y;
200304010000462;01/04/2003;TLR;10:41:56;200304010001977;null;TRB020703T16;KES;89783;;100000;89783000000;0;0;01/04/2003;;45.149999999999999;;0;0;0;0;0;0;0;Y;
200304010000462;01/04/2003;TLR;10:41:56;null;200304010001965;TRB020703T16;KES;89783;;100000;89783000000;0;0;01/04/2003;;45.149999999999999;;0;0;0;0;0;0;0;Y;
200304010000463;01/04/2003;TLR;10:41:57;200304010001978;null;TRB020703T16;KES;89783;;500000;448915000000;0;0;01/04/2003;;45.149999999999999;;0;0;0;0;0;0;0;Y;
200304010000463;01/04/2003;TLR;10:41:57;null;200304010001965;TRB020703T16;KES;89783;;500000;448915000000;0;0;01/04/2003;;45.149999999999999;;0;0;0;0;0;0;0;Y;
200304010000494;01/04/2003;TLR;10:46:38;200304010002092;null;TRB020703T16;KES;89772;;500000;448860000000;0;0;01/04/2003;;45.200000000000003;;0;0;0;0;0;0;0;Y;
200304010000494;01/04/2003;TLR;10:46:38;null;200304010002036;TRB020703T16;KES;89772;;500000;448860000000;0;0;01/04/2003;;45.200000000000003;;0;0;0;0;0;0;0;Y;
200304010000495;01/04/2003;TLR;10:46:38;200304010002092;null;TRB020703T16;KES;89783;;400000;359132000000;0;0;01/04/2003;;45.149999999999999;;0;0;0;0;0;0;0;Y;
200304010000495;01/04/2003;TLR;10:46:38;null;200304010001965;TRB020703T16;KES;89783;;400000;359132000000;0;0;01/04/2003;;45.149999999999999;;0;0;0;0;0;0;0;Y;
200304010000496;01/04/2003;TLR;10:46:38;200304010002019;null;TRB020703T16;KES;89752;;200000;179504000000;0;0;01/04/2003;;45.299999999999997;;0;0;0;0;0;0;0;Y;
200304010000496;01/04/2003;TLR;10:46:38;null;200304010002093;TRB020703T16;KES;89752;;200000;179504000000;0;0;01/04/2003;;45.299999999999997;;0;0;0;0;0;0;0;Y;
200304010000533;01/04/2003;TLR;10:54:38;200304010002216;null;TRB020703T16;KESS;89793;;13000;11673090000;0;0;01/04/2003;;45.100000000000001;;0;0;0;0;0;0;0;Y;
200304010000533;01/04/2003;TLR;10:54:38;null;200304010002197;TRB020703T16;KESS;89793;;13000;11673090000;0;0;01/04/2003;;45.100000000000001;;0;0;0;0;0;0;0;Y;
200304010000584;01/04/2003;TLR;11:01:34;200304010002363;null;TRB020703T16;KES;89732;;200000;179464000000;0;0;01/04/2003;;45.399999999999999;;0;0;0;0;0;0;0;Y;
200304010000584;01/04/2003;TLR;11:01:34;null;200304010002374;TRB020703T16;KES;89732;;200000;179464000000;0;0;01/04/2003;;45.399999999999999;;0;0;0;0;0;0;0;Y;
200304010000586;01/04/2003;TLR;11:01:45;200304010002377;null;TRB020703T16;KES;89732;;100000;89732000000;0;0;01/04/2003;;45.399999999999999;;0;0;0;0;0;0;0;Y;
200304010000586;01/04/2003;TLR;11:01:45;null;200304010002374;TRB020703T16;KES;89732;;100000;89732000000;0;0;01/04/2003;;45.399999999999999;;0;0;0;0;0;0;0;Y;
200304010000590;01/04/2003;TLR;11:02:24;200304010002384;null;TRB020703T16;KES;89732;;100000;89732000000;0;0;01/04/2003;;45.399999999999999;;0;0;0;0;0;0;0;Y;
200304010000590;01/04/2003;TLR;11:02:24;null;200304010002374;TRB020703T16;KES;89732;;100000;89732000000;0;0;01/04/2003;;45.399999999999999;;0;0;0;0;0;0;0;Y;
200304010000605;01/04/2003;TLR;11:09:35;200304010002457;null;TRB020703T16;KESS;89789;;6000;5387340000;0;0;01/04/2003;;45.119999999999997;;0;0;0;0;0;0;0;Y;
200304010000605;01/04/2003;TLR;11:09:35;null;200304010002346;TRB020703T16;KESS;89789;;6000;5387340000;0;0;01/04/2003;;45.119999999999997;;0;0;0;0;0;0;0;Y;
200304010000633;01/04/2003;TLR;11:12:17;200304010002117;null;TRB020703T16;KES;89711;;200000;179422000000;0;0;01/04/2003;;45.5;;0;0;0;0;0;0;0;Y;
