200304010003610;01/04/2003;130536439;TRB020703T16;KES;B;89711;;3000000;3000000;W;130613727;0;02/04/2003;;46;TLR;;2691330000000;0;0;;
200304010003611;01/04/2003;130536499;TRB020703T16;KES;S;89913;;3000000;3000000;W;130613787;0;02/04/2003;;45;TLR;;2697390000000;0;0;;
200304010003616;01/04/2003;130539829;TRB020703T16;KES;B;89671;;100000;100000;W;131928672;0;01/04/2003;;45.700000000000003;TLR;;89671000000;0;0;;
200304010004470;01/04/2003;132449935;TRB020703T16;KES;S;89852;;3000000;3000000;W;135017606;0;02/04/2003;;45.299999999999997;TLR;;2695560000000;0;0;;
200304010003628;01/04/2003;130613727;TRB020703T16;KES;B;89711;;3000000;3000000;W;130815508;0;02/04/2003;;46;TLR;;2691330000000;0;0;;
200304010003629;01/04/2003;130613787;TRB020703T16;KES;S;89913;;3000000;3000000;W;130816447;0;02/04/2003;;45;TLR;;2697390000000;0;0;;
200304010004469;01/04/2003;132449855;TRB020703T16;KES;B;89651;;3000000;3000000;W;135017516;0;02/04/2003;;46.299999999999997;TLR;;2689530000000;0;0;;
200304010004466;01/04/2003;132448463;TRB020703T16;KES;S;89872;;3000000;3000000;W;143033971;0;02/04/2003;;45.200000000000003;TLR;;2696160000000;0;0;;
200304010004465;01/04/2003;132448376;TRB020703T16;KES;B;89671;;3000000;3000000;W;143033901;0;02/04/2003;;46.200000000000003;TLR;;2690130000000;0;0;;
200304010004461;01/04/2003;132447226;TRB020703T16;KES;B;89519;;100000;100000;W;133048061;0;01/04/2003;;46.450000000000003;TLR;;89519000000;0;0;;
200304010004452;01/04/2003;132443245;TRB020703T16;KES;B;89570;;3000000;3000000;W;134517762;0;01/04/2003;;46.200000000000003;TLR;;2687100000000;0;0;;
200304010001246;01/04/2003;101000200;TRB020703T16;KES;S;89671;;200000;0;M;101000200;0;01/04/2003;;45.700000000000003;TLR;;179342000000;0;0;;
200304010001245;01/04/2003;100936945;TRB020703T16;KES;S;89709;;500000;0;M;100936945;0;01/04/2003;;45.509999999999998;TLR;;448545000000;0;0;;
200304010003668;01/04/2003;130815508;TRB020703T16;KES;B;89711;;3000000;3000000;W;130848377;0;02/04/2003;;46;TLR;;2691330000000;0;0;;
200304010003670;01/04/2003;130816447;TRB020703T16;KES;S;89913;;3000000;3000000;W;130848437;0;02/04/2003;;45;TLR;;2697390000000;0;0;;
200304010003683;01/04/2003;130848377;TRB020703T16;KES;B;89711;;3000000;3000000;W;130902267;0;02/04/2003;;46;TLR;;2691330000000;0;0;;
200304010003684;01/04/2003;130848437;TRB020703T16;KES;S;89913;;3000000;3000000;W;130902327;0;02/04/2003;;45;TLR;;2697390000000;0;0;;
200304010004428;01/04/2003;132434925;TRB020703T16;KES;S;89852;;3000000;3000000;W;134746152;0;02/04/2003;;45.299999999999997;TLR;;2695560000000;0;0;;
200304010004427;01/04/2003;132434865;TRB020703T16;KES;B;89651;;3000000;3000000;W;134746092;0;02/04/2003;;46.299999999999997;TLR;;2689530000000;0;0;;
200304010003695;01/04/2003;130902267;TRB020703T16;KES;B;89711;;3000000;3000000;W;131212503;0;02/04/2003;;46;TLR;;2691330000000;0;0;;
200304010003697;01/04/2003;130902327;TRB020703T16;KES;S;89913;;3000000;3000000;W;131212658;0;02/04/2003;;45;TLR;;2697390000000;0;0;;
200304010004409;01/04/2003;132424693;TRB020703T16;KES;S;89671;;500000;500000;W;132710756;0;01/04/2003;;45.700000000000003;TLR;;448355000000;0;0;;
200304010004408;01/04/2003;132423126;TRB020703T16;KES;S;89872;;3000000;3000000;W;132508545;0;02/04/2003;;45.200000000000003;TLR;;2696160000000;0;0;;
200304010004407;01/04/2003;132423064;TRB020703T16;KES;B;89671;;3000000;3000000;W;132508486;0;02/04/2003;;46.200000000000003;TLR;;2690130000000;0;0;;
200304010004404;01/04/2003;132415915;TRB020703T16;KES;S;89862;;3000000;3000000;W;132724752;0;02/04/2003;;45.25;TLR;;2695860000000;0;0;;
200304010004403;01/04/2003;132415857;TRB020703T16;KES;B;89661;;3000000;3000000;W;132724692;0;02/04/2003;;46.25;TLR;;2689830000000;0;0;;
200304010004402;01/04/2003;132413015;TRB020703T16;KES;B;89408;;2000000;2000000;W;135411403;0;01/04/2003;;47;TLR;;1788160000000;0;0;;
200304010004398;01/04/2003;132407707;TRB020703T16;KES;S;89732;;3000000;3000000;W;132446453;0;02/04/2003;;45.899999999999999;TLR;;2691960000000;0;0;;
200304010004394;01/04/2003;132404615;TRB020703T16;KES;S;89872;;3000000;3000000;W;132449935;0;02/04/2003;;45.200000000000003;TLR;;2696160000000;0;0;;
200304010004392;01/04/2003;132404525;TRB020703T16;KES;B;89671;;3000000;3000000;W;132449855;0;02/04/2003;;46.200000000000003;TLR;;2690130000000;0;0;;
200304010004375;01/04/2003;132354754;TRB020703T16;KES;S;89872;;3000000;3000000;W;145403271;0;02/04/2003;;45.200000000000003;TLR;;2696160000000;0;0;;
200304010004374;01/04/2003;132354696;TRB020703T16;KES;B;89671;;3000000;3000000;W;145403213;0;02/04/2003;;46.200000000000003;TLR;;2690130000000;0;0;;
200304010004353;01/04/2003;132327277;TRB020703T16;KES;S;89671;;500000;500000;W;140000659;200304010004101;01/04/2003;;45.700000000000003;TLR;;448355000000;0;0;;
200304010004341;01/04/2003;132320813;TRB020703T16;KES;S;89892;;3000000;3000000;W;132448463;0;02/04/2003;;45.100000000000001;TLR;;2696760000000;0;0;;
200304010004340;01/04/2003;132320733;TRB020703T16;KES;B;89691;;3000000;3000000;W;132448376;0;02/04/2003;;46.100000000000001;TLR;;2690730000000;0;0;;
200304010004338;01/04/2003;132313027;TRB020703T16;KES;S;89892;;3000000;3000000;W;132423126;0;02/04/2003;;45.100000000000001;TLR;;2696760000000;0;0;;
200304010004337;01/04/2003;132312967;TRB020703T16;KES;B;89691;;3000000;3000000;W;132423064;0;02/04/2003;;46.100000000000001;TLR;;2690730000000;0;0;;
200304010001058;01/04/2003;100158334;TRB020703T16;KES;S;89691;;200000;0;M;100158334;0;01/04/2003;;45.600000000000001;TLR;;179382000000;0;0;;
200304010001062;01/04/2003;100207374;TRB020703T16;KES;B;89691;;200000;0;M;100207374;0;01/04/2003;;45.600000000000001;TLR;;179382000000;0;0;;
200304010003810;01/04/2003;131034280;TRB020703T16;KES;B;89691;;3000000;3000000;W;132404525;0;02/04/2003;;46.100000000000001;TLR;;2690730000000;0;0;;
200304010003811;01/04/2003;131034560;TRB020703T16;KES;S;89892;;3000000;3000000;W;132404615;0;02/04/2003;;45.100000000000001;TLR;;2696760000000;0;0;;
200304010004315;01/04/2003;132241047;TRB020703T16;KES;S;89892;;3000000;3000000;W;132607495;0;02/04/2003;;45.100000000000001;TLR;;2696760000000;0;0;;
200304010004314;01/04/2003;132240987;TRB020703T16;KES;B;89691;;3000000;3000000;W;132607435;0;02/04/2003;;46.100000000000001;TLR;;2690730000000;0;0;;
200304010004310;01/04/2003;132236866;TRB020703T16;KES;S;89892;;3000000;3000000;W;142046383;0;02/04/2003;;45.100000000000001;TLR;;2696760000000;0;0;;
200304010004309;01/04/2003;132236806;TRB020703T16;KES;B;89691;;3000000;3000000;W;142046323;0;02/04/2003;;46.100000000000001;TLR;;2690730000000;0;0;;
200304010003890;01/04/2003;131212503;TRB020703T16;KES;B;89701;;3000000;3000000;W;131429341;0;02/04/2003;;46.049999999999997;TLR;;2691030000000;0;0;;
200304010003891;01/04/2003;131212658;TRB020703T16;KES;S;89902;;3000000;3000000;W;131429401;0;02/04/2003;;45.049999999999997;TLR;;2697060000000;0;0;;
200304010004303;01/04/2003;132225725;TRB020703T16;KES;S;89772;;2000000;2000000;W;132546726;0;02/04/2003;;45.700000000000003;TLR;;1795440000000;0;0;;
